"","sim","sample","type","control_mean","control_sd","beta","se","t_stat","pval"
"1",1,1500,"OLS",370.657967032967,507.019431615275,-3.5051172920345,26.9294975863471,-0.13015903028995,0.896458083097981
"2",2,2000,"OLS",362.077299412916,454.712504982446,21.1609418958771,23.1287277299243,0.914920273305769,0.360343887799949
"3",3,2500,"OLS",348.704814522494,452.445031792314,42.9707734742629,20.5206173553239,2.09402927456831,0.0363579258826682
"4",4,3000,"OLS",377.320080862534,513.571902558443,-21.3675742662273,18.2577151267892,-1.1703312335548,0.241960719379456
"5",5,3500,"OLS",371.184855233853,491.369045696367,-1.18426837939259,17.1578757023911,-0.0690218532838277,0.944976169700296
"6",6,4000,"OLS",361.42452369321,497.980607336217,16.3399412325451,15.7545125548584,1.03715942817324,0.299724286883921
"7",7,4500,"OLS",370.479911699779,479.991955236611,-7.05038149843683,14.7562827351718,-0.477788452889437,0.632823997732122
"8",8,5000,"OLS",368.250301325834,514.45548550719,-9.64177882483852,13.7267611566296,-0.702407415326945,0.48245783291243
"9",9,5500,"OLS",366.751265365148,497.978668966085,2.53805431297917,13.2740152064466,0.191204716395575,0.848372268873663
"10",10,6000,"OLS",369.62872096827,491.977211965843,5.75727971130998,12.972261826719,0.443814639899703,0.657192612451329
"11",11,6500,"OLS",376.846485819975,498.724420862693,-7.70950793299681,12.402028501802,-0.621632818524536,0.534205143640443
"12",12,7000,"OLS",360.794446034927,496.130873044533,21.5403130183956,11.8395196985022,1.81935699816613,0.0688996942025856
"13",13,7500,"OLS",373.528116710875,517.020404406313,-7.49996657682632,11.3662704942754,-0.659844104590303,0.509374143995476
"14",14,8000,"OLS",378.2147995889,511.96996396864,-14.2174772909445,11.1132523043973,-1.27932642052219,0.200819245198515
"15",15,8500,"OLS",379.669289461135,518.2368861262,-16.3128101299677,10.7998473835114,-1.5104667270459,0.130961553772996
"16",16,9000,"OLS",373.016976007243,509.477770180488,-7.28869141536234,10.4157871044646,-0.699773463326467,0.484086879779824
"17",17,9500,"OLS",372.819302721088,498.402335498614,-13.9439899604545,10.0163992356828,-1.39211603215453,0.163919857861123
"18",18,10000,"OLS",366.041995268139,491.483191452947,-2.48943844995676,9.76776141464633,-0.254862741244269,0.79883435629333
"19",19,10500,"OLS",363.651483253589,486.398329228921,2.53126556157695,9.49174126576386,0.266680842924688,0.789720142899262
"20",20,11000,"OLS",369.462653697926,481.367098126744,-7.31709433925298,9.24835431742935,-0.791177985629644,0.428857197466591
"21",21,11500,"OLS",359.724738675958,489.744008769531,14.6143238240417,9.0389991049241,1.61680775209728,0.105947218367442
"22",22,12000,"OLS",370.234736316753,504.207907126113,-3.49654964117939,8.91074361927799,-0.392397064776363,0.694771824800773
"23",23,12500,"OLS",367.654539600773,488.969450902562,3.42704436869407,8.83730948707279,0.387792729643241,0.698176030456269
"24",24,13000,"OLS",371.031797235023,510.739988703183,-1.03641973117126,8.67327630018569,-0.119495758615353,0.904884446848152
"25",25,13500,"OLS",368.134566987417,494.51231957717,4.86869468789792,8.48272933098987,0.573953794577785,0.566008632227079
"26",26,14000,"OLS",369.702675633138,477.788797300031,3.5601969955884,8.37950837496589,0.424869435804209,0.670938386931168
"27",27,1000,"OLS",380.230174081238,516.531229327624,-25.3254121764755,35.5624476555083,-0.712139176183865,0.476545037990419
"28",28,1500,"OLS",401.305626598465,615.742500634298,-67.795877294844,26.4450553601151,-2.56365042052795,0.0104546342143824
"29",29,2000,"OLS",388.936585365854,579.383040732743,-33.869918699187,22.8498511496542,-1.48228180907426,0.138423024910273
"30",30,2500,"OLS",366.267639902676,459.234095298646,7.16329932384316,20.4235363671963,0.350737462653562,0.72581489226398
"31",31,3000,"OLS",355.341480446927,437.889955204918,21.3919379204198,18.0800563041535,1.18317872248581,0.236832137890701
"32",32,3500,"OLS",373.684151785714,484.832473919148,-6.30300424473021,17.1646116565223,-0.367209254182873,0.713485150171654
"33",33,4000,"OLS",380.020459081836,511.296047909308,-21.2784751139008,15.7470491587922,-1.35126745965737,0.176686228802624
"34",34,4500,"OLS",364.72610619469,499.76319025126,4.52434023388135,14.7491746038443,0.306752096670013,0.75904627172322
"35",35,5000,"OLS",357.563237088247,452.530941053216,11.5013044308391,13.6920103619209,0.840001148613325,0.400947921852217
"36",36,5500,"OLS",377.231468023256,494.866610711677,-18.4505364366476,13.2732369276342,-1.39005553334429,0.164568288451955
"37",37,6000,"OLS",371.006188925081,495.381386849322,2.96207046058434,12.9717712461165,0.228347417201883,0.819383948694126
