usage,tookPart
56,FALSE
657,TRUE
1247,FALSE
402,FALSE
98,TRUE
191,TRUE
396,TRUE
367,TRUE
384,FALSE
31,TRUE
168,FALSE
640,TRUE
230,FALSE
172,TRUE
57,FALSE
239,FALSE
51,TRUE
213,FALSE
1373,TRUE
865,FALSE
406,FALSE
407,FALSE
3342,FALSE
333,TRUE
112,TRUE
1215,TRUE
224,TRUE
187,TRUE
477,FALSE
225,TRUE
465,FALSE
212,FALSE
393,TRUE
315,FALSE
0,TRUE
303,FALSE
86,TRUE
84,TRUE
188,FALSE
969,FALSE
352,TRUE
137,FALSE
163,TRUE
100,TRUE
87,TRUE
41,TRUE
718,FALSE
369,FALSE
460,TRUE
94,FALSE
631,FALSE
315,TRUE
137,TRUE
62,TRUE
9,TRUE
89,TRUE
66,FALSE
0,TRUE
156,TRUE
98,TRUE
87,TRUE
59,TRUE
136,FALSE
244,TRUE
306,FALSE
739,TRUE
166,TRUE
668,TRUE
447,FALSE
358,FALSE
246,TRUE
596,TRUE
1546,TRUE
268,FALSE
305,TRUE
266,TRUE
2,TRUE
317,TRUE
148,FALSE
90,FALSE
961,TRUE
134,TRUE
335,FALSE
820,TRUE
472,TRUE
0,TRUE
254,TRUE
562,TRUE
82,TRUE
273,FALSE
67,TRUE
854,FALSE
0,TRUE
264,TRUE
956,FALSE
37,TRUE
75,TRUE
72,TRUE
220,TRUE
287,TRUE
226,FALSE
406,TRUE
174,TRUE
117,FALSE
192,FALSE
0,FALSE
57,FALSE
162,TRUE
94,TRUE
389,TRUE
405,TRUE
5,TRUE
72,TRUE
283,TRUE
187,TRUE
139,FALSE
60,TRUE
175,FALSE
319,TRUE
365,FALSE
808,TRUE
437,FALSE
1106,FALSE
293,TRUE
363,FALSE
64,TRUE
142,FALSE
559,FALSE
379,TRUE
67,TRUE
971,FALSE
204,TRUE
140,FALSE
318,TRUE
119,TRUE
340,FALSE
297,TRUE
681,TRUE
418,TRUE
159,TRUE
21,TRUE
385,TRUE
167,TRUE
91,TRUE
76,FALSE
229,FALSE
378,TRUE
348,TRUE
356,FALSE
93,FALSE
299,TRUE
32,TRUE
242,FALSE
200,TRUE
370,TRUE
40,TRUE
305,TRUE
121,TRUE
66,TRUE
72,TRUE
241,TRUE
393,FALSE
116,TRUE
73,TRUE
314,TRUE
360,FALSE
132,FALSE
92,TRUE
558,TRUE
111,TRUE
320,TRUE
411,TRUE
312,FALSE
278,TRUE
107,TRUE
515,FALSE
114,FALSE
84,TRUE
1566,FALSE
502,FALSE
572,FALSE
118,TRUE
445,TRUE
196,FALSE
0,TRUE
636,TRUE
406,TRUE
2214,TRUE
326,TRUE
474,FALSE
44,TRUE
916,TRUE
111,TRUE
0,TRUE
326,FALSE
8,TRUE
27,FALSE
1031,FALSE
81,FALSE
303,FALSE
104,TRUE
123,TRUE
30,TRUE
248,TRUE
210,FALSE
59,TRUE
320,TRUE
437,FALSE
448,TRUE
59,TRUE
84,TRUE
132,TRUE
288,FALSE
186,FALSE
246,FALSE
183,FALSE
948,TRUE
37,TRUE
220,FALSE
71,TRUE
300,FALSE
141,FALSE
287,TRUE
2375,FALSE
655,FALSE
262,TRUE
200,TRUE
204,FALSE
3,TRUE
157,TRUE
240,FALSE
98,FALSE
121,TRUE
41,TRUE
154,TRUE
142,TRUE
168,TRUE
16,TRUE
711,TRUE
101,TRUE
153,FALSE
551,FALSE
0,TRUE
1194,TRUE
273,FALSE
78,FALSE
47,TRUE
125,TRUE
107,TRUE
401,FALSE
106,TRUE
411,TRUE
40,TRUE
861,TRUE
1665,TRUE
315,TRUE
385,TRUE
273,FALSE
29,FALSE
414,FALSE
34,TRUE
156,TRUE
96,TRUE
116,TRUE
60,TRUE
22,TRUE
220,TRUE
940,TRUE
387,TRUE
265,TRUE
137,TRUE
175,TRUE
74,TRUE
190,TRUE
460,TRUE
2350,TRUE
30,TRUE
71,FALSE
527,TRUE
1595,FALSE
245,TRUE
230,TRUE
1285,FALSE
118,TRUE
126,TRUE
553,TRUE
485,FALSE
259,FALSE
449,TRUE
293,TRUE
333,TRUE
156,TRUE
177,TRUE
123,FALSE
110,FALSE
345,FALSE
950,TRUE
53,FALSE
477,FALSE
155,TRUE
370,TRUE
142,FALSE
57,TRUE
1044,FALSE
2287,FALSE
688,FALSE
481,TRUE
125,FALSE
102,TRUE
71,TRUE
1252,FALSE
94,TRUE
18,TRUE
723,FALSE
260,TRUE
299,TRUE
14,TRUE
30,FALSE
47,FALSE
1051,FALSE
314,TRUE
165,FALSE
171,FALSE
311,FALSE
61,FALSE
119,FALSE
41,TRUE
299,TRUE
206,TRUE
20,FALSE
136,FALSE
0,TRUE
1757,FALSE
207,TRUE
59,FALSE
65,FALSE
165,TRUE
202,FALSE
161,TRUE
99,TRUE
1198,FALSE
201,TRUE
402,FALSE
321,FALSE
176,TRUE
1186,TRUE
72,TRUE
222,TRUE
409,TRUE
246,TRUE
380,FALSE
150,TRUE
456,FALSE
1084,TRUE
178,TRUE
741,TRUE
130,FALSE
840,TRUE
347,FALSE
0,TRUE
1025,FALSE
57,TRUE
243,TRUE
932,TRUE
257,FALSE
1389,FALSE
381,FALSE
364,FALSE
1206,TRUE
310,FALSE
48,TRUE
42,TRUE
393,FALSE
260,TRUE
43,TRUE
1050,FALSE
109,TRUE
120,TRUE
66,TRUE
384,TRUE
796,FALSE
111,TRUE
953,FALSE
365,FALSE
87,TRUE
240,TRUE
153,FALSE
80,TRUE
37,TRUE
171,TRUE
138,TRUE
806,TRUE
119,TRUE
1215,TRUE
19,FALSE
1142,FALSE
1202,FALSE
145,TRUE
343,FALSE
638,TRUE
1778,TRUE
1326,FALSE
294,TRUE
310,TRUE
383,FALSE
96,TRUE
182,TRUE
131,FALSE
101,TRUE
196,FALSE
192,TRUE
790,FALSE
31,TRUE
103,TRUE
1161,FALSE
148,TRUE
334,FALSE
1908,FALSE
80,FALSE
1368,FALSE
0,TRUE
192,TRUE
1543,TRUE
661,FALSE
334,FALSE
91,TRUE
105,TRUE
536,TRUE
67,TRUE
234,FALSE
267,TRUE
490,TRUE
155,TRUE
280,FALSE
120,TRUE
430,FALSE
198,FALSE
223,TRUE
397,FALSE
248,TRUE
210,FALSE
631,FALSE
189,TRUE
518,FALSE
941,FALSE
576,FALSE
537,FALSE
37,TRUE
377,TRUE
428,TRUE
233,TRUE
324,FALSE
515,FALSE
227,FALSE
115,TRUE
1254,TRUE
437,TRUE
73,TRUE
769,FALSE
164,TRUE
115,TRUE
183,FALSE
1,TRUE
104,TRUE
456,FALSE
150,FALSE
333,TRUE
154,TRUE
396,TRUE
54,FALSE
184,TRUE
263,FALSE
1882,FALSE
272,FALSE
76,TRUE
404,TRUE
2997,TRUE
41,FALSE
127,FALSE
1266,FALSE
422,TRUE
1241,FALSE
227,TRUE
132,TRUE
163,FALSE
702,TRUE
91,FALSE
968,FALSE
251,TRUE
110,TRUE
138,TRUE
763,TRUE
657,FALSE
239,TRUE
374,TRUE
47,FALSE
304,TRUE
40,TRUE
265,FALSE
136,TRUE
208,FALSE
14,TRUE
477,TRUE
103,FALSE
148,FALSE
117,TRUE
389,TRUE
107,TRUE
20,TRUE
5,TRUE
364,TRUE
430,FALSE
518,TRUE
72,FALSE
1302,FALSE
269,FALSE
172,TRUE
71,TRUE
174,TRUE
438,TRUE
87,TRUE
145,FALSE
163,TRUE
464,TRUE
34,TRUE
241,TRUE
1256,TRUE
0,TRUE
97,TRUE
16,TRUE
389,TRUE
591,FALSE
561,FALSE
131,TRUE
295,FALSE
723,FALSE
51,TRUE
201,TRUE
65,TRUE
109,TRUE
177,FALSE
12,TRUE
340,FALSE
167,FALSE
303,FALSE
272,TRUE
304,FALSE
388,FALSE
972,FALSE
91,TRUE
2648,FALSE
48,TRUE
576,TRUE
696,FALSE
209,FALSE
25,TRUE
330,FALSE
40,TRUE
657,FALSE
928,TRUE
231,TRUE
166,TRUE
731,FALSE
168,TRUE
117,TRUE
751,FALSE
79,TRUE
612,TRUE
3298,FALSE
164,TRUE
240,TRUE
245,TRUE
79,TRUE
244,FALSE
65,TRUE
372,TRUE
1117,FALSE
113,TRUE
1288,TRUE
100,TRUE
279,TRUE
142,TRUE
143,FALSE
49,FALSE
254,TRUE
216,FALSE
78,TRUE
694,FALSE
136,TRUE
371,FALSE
273,FALSE
145,TRUE
337,TRUE
0,TRUE
293,TRUE
2290,FALSE
62,TRUE
155,TRUE
193,TRUE
30,TRUE
98,TRUE
488,TRUE
464,TRUE
36,TRUE
0,TRUE
129,TRUE
117,TRUE
184,TRUE
203,FALSE
1062,TRUE
504,TRUE
569,TRUE
186,TRUE
463,FALSE
890,TRUE
24,TRUE
187,TRUE
105,TRUE
196,FALSE
622,FALSE
49,TRUE
2335,FALSE
96,TRUE
289,TRUE
415,FALSE
84,TRUE
63,TRUE
121,TRUE
115,TRUE
398,TRUE
58,TRUE
1184,TRUE
243,FALSE
759,FALSE
121,TRUE
785,TRUE
153,FALSE
26,TRUE
2315,FALSE
1493,FALSE
228,TRUE
0,TRUE
102,TRUE
425,TRUE
95,TRUE
838,TRUE
336,TRUE
82,FALSE
95,TRUE
146,TRUE
232,TRUE
930,FALSE
58,TRUE
207,TRUE
105,TRUE
0,TRUE
708,TRUE
77,FALSE
89,FALSE
97,TRUE
231,FALSE
84,TRUE
239,TRUE
341,FALSE
358,FALSE
0,TRUE
867,FALSE
713,FALSE
0,TRUE
2028,FALSE
141,TRUE
2278,TRUE
137,FALSE
181,TRUE
222,FALSE
157,FALSE
178,TRUE
379,TRUE
212,FALSE
31,TRUE
205,FALSE
488,FALSE
41,FALSE
1083,FALSE
51,TRUE
404,FALSE
3001,TRUE
54,FALSE
864,FALSE
203,FALSE
50,TRUE
75,TRUE
1861,FALSE
1117,TRUE
195,TRUE
252,TRUE
428,FALSE
301,TRUE
55,TRUE
27,TRUE
21,TRUE
1560,FALSE
243,TRUE
401,FALSE
497,FALSE
226,TRUE
98,TRUE
385,FALSE
1291,FALSE
529,FALSE
455,FALSE
327,TRUE
213,TRUE
163,TRUE
384,TRUE
342,TRUE
51,TRUE
216,FALSE
1049,FALSE
493,TRUE
462,FALSE
68,TRUE
93,TRUE
461,TRUE
128,TRUE
202,FALSE
718,TRUE
147,TRUE
207,FALSE
437,TRUE
84,TRUE
158,FALSE
654,TRUE
643,TRUE
100,TRUE
237,FALSE
101,TRUE
683,TRUE
674,TRUE
36,TRUE
126,TRUE
356,FALSE
682,TRUE
2,TRUE
343,TRUE
71,TRUE
163,FALSE
423,TRUE
439,FALSE
1279,FALSE
16,TRUE
289,FALSE
115,FALSE
41,TRUE
1291,FALSE
639,FALSE
150,TRUE
303,TRUE
194,FALSE
198,TRUE
306,FALSE
250,TRUE
277,TRUE
621,FALSE
370,TRUE
123,TRUE
449,FALSE
22,FALSE
118,FALSE
374,TRUE
129,TRUE
390,FALSE
2,TRUE
199,FALSE
570,TRUE
574,FALSE
200,TRUE
178,TRUE
362,FALSE
97,TRUE
215,TRUE
156,TRUE
431,FALSE
28,FALSE
477,TRUE
206,TRUE
469,TRUE
751,FALSE
304,TRUE
3176,TRUE
25,TRUE
103,TRUE
1655,FALSE
421,FALSE
62,TRUE
941,FALSE
543,FALSE
46,FALSE
275,FALSE
324,TRUE
921,FALSE
165,FALSE
136,TRUE
353,TRUE
7,TRUE
278,TRUE
169,TRUE
979,TRUE
785,FALSE
131,TRUE
24,TRUE
120,TRUE
28,FALSE
113,FALSE
668,FALSE
0,TRUE
2335,FALSE
1012,TRUE
131,TRUE
1452,TRUE
29,FALSE
577,FALSE
99,TRUE
708,FALSE
170,TRUE
345,FALSE
2855,FALSE
414,FALSE
39,TRUE
301,FALSE
544,FALSE
145,FALSE
441,TRUE
557,FALSE
136,TRUE
182,FALSE
2740,TRUE
662,FALSE
416,FALSE
0,TRUE
635,TRUE
86,FALSE
7,FALSE
174,TRUE
520,TRUE
128,TRUE
41,TRUE
0,TRUE
315,FALSE
118,TRUE
204,TRUE
124,TRUE
798,FALSE
33,TRUE
205,TRUE
702,FALSE
383,TRUE
107,TRUE
99,TRUE
378,TRUE
774,TRUE
713,TRUE
260,TRUE
136,FALSE
190,FALSE
200,FALSE
391,TRUE
518,TRUE
761,FALSE
222,FALSE
173,TRUE
590,TRUE
281,TRUE
195,FALSE
66,FALSE
971,FALSE
39,TRUE
117,TRUE
137,TRUE
119,FALSE
1031,FALSE
265,FALSE
0,TRUE
1018,TRUE
182,TRUE
784,TRUE
27,FALSE
8,TRUE
107,TRUE
36,FALSE
1109,TRUE
486,TRUE
733,FALSE
321,TRUE
175,TRUE
43,TRUE
871,TRUE
131,TRUE
216,TRUE
925,FALSE
156,TRUE
1031,TRUE
38,TRUE
751,FALSE
253,FALSE
293,TRUE
257,FALSE
38,TRUE
166,TRUE
74,TRUE
91,FALSE
17,TRUE
114,FALSE
457,TRUE
313,TRUE
76,TRUE
111,TRUE
177,FALSE
37,TRUE
87,TRUE
453,TRUE
64,TRUE
1674,FALSE
69,TRUE
474,FALSE
153,TRUE
36,TRUE
391,TRUE
0,TRUE
411,FALSE
71,TRUE
217,TRUE
848,FALSE
1482,FALSE
238,TRUE
159,TRUE
5,TRUE
446,TRUE
129,TRUE
91,TRUE
236,FALSE
51,TRUE
201,FALSE
195,TRUE
532,TRUE
79,TRUE
48,TRUE
195,TRUE
92,TRUE
969,TRUE
98,TRUE
418,TRUE
254,TRUE
128,TRUE
64,FALSE
